Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Infraspecific name]	Term Source REF	Term Accession Number	Characteristics[Seed origin]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Study start]	Parameter Value[Study duration]	Parameter Value[Growth facility]	Parameter Value[Geographic location]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Rooting medium]	Term Source REF	Term Accession Number	Parameter Value[Plot size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Sowing density]	Parameter Value[pH]	Protocol REF	Parameter Value[Air humidity]	Parameter Value[Daily photon flux]	Parameter Value[Length of light period]	Parameter Value[Day temperature]	Parameter Value[Night temperature]	Protocol REF	Parameter Value[N before fertilisation]	Parameter Value[Type of fertiliser]	Parameter Value[Amount of fertiliser]	Protocol REF	Parameter Value[Irrigation type]	Parameter Value[Volume]	Parameter Value[Frequency]	Protocol REF	Sample Name	Characteristics[Experimental unit type]	Characteristics[Replication]
Source20	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH022			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample55	plot	1
Source20	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH022			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample56	plot	2
Source20	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH022			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample57	plot	3
Source21	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH023			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample58	plot	1
Source21	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH023			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample59	plot	2
Source21	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH023			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample60	plot	3
Source22	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH024			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample61	plot	1
Source22	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH024			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample62	plot	2
Source22	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH024			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample63	plot	3
Source23	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH025			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample64	plot	1
Source23	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH025			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample65	plot	2
Source23	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH025			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample66	plot	3
Source24	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH026			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample67	plot	1
Source24	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH026			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample68	plot	2
Source24	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH026			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample69	plot	3
Source25	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH027			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample70	plot	1
Source25	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH027			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample71	plot	2
Source25	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH027			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample72	plot	3
Source26	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH028			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample73	plot	1
Source26	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH028			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample74	plot	2
Source26	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH028			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample75	plot	3
Source27	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH029			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample76	plot	1
Source27	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH029			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample77	plot	2
Source27	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH029			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample78	plot	3
Source28	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH031			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample79	plot	1
Source28	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH031			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample80	plot	2
Source28	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH031			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample81	plot	3
Source29	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH032			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample82	plot	1
Source29	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH032			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample83	plot	2
Source29	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH032			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample84	plot	3
Source30	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH033			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample85	plot	1
Source30	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH033			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample86	plot	2
Source30	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH033			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample87	plot	3
Source31	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH034			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample88	plot	1
Source31	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH034			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample89	plot	2
Source31	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH034			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample90	plot	3
Source32	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH036			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample91	plot	1
Source32	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH036			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample92	plot	2
Source32	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH036			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample93	plot	3
Source33	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH039			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample94	plot	1
Source33	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH039			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample95	plot	2
Source33	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH039			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample96	plot	3
Source34	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH040			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample97	plot	1
Source34	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH040			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample98	plot	2
Source34	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH040			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample99	plot	3
Source35	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH042			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample100	plot	1
Source35	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH042			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample101	plot	2
Source35	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH042			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample102	plot	3
Source36	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH043			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample103	plot	1
Source36	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH043			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample104	plot	2
Source36	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH043			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample105	plot	3
Source37	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH045			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample106	plot	1
Source37	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH045			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample107	plot	2
Source37	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH045			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample108	plot	3
Source38	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH046			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample109	plot	1
Source38	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH046			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample110	plot	2
Source38	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH046			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample111	plot	3
Source39	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH047			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample112	plot	1
Source39	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH047			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample113	plot	2
Source39	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH047			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample114	plot	3
