Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Infraspecific name]	Term Source REF	Term Accession Number	Characteristics[Seed origin]	Protocol REF	Parameter Value[Study start]	Parameter Value[Study duration]	Parameter Value[Growth facility]	Parameter Value[Geographic location]	Term Source REF	Term Accession Number	Sample Name	Characteristics[Experimental unit type]
source25	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ct-1	GMI	GMI:6910		Growth							sample174	
source25	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ct-1	GMI	GMI:6910		Growth							sample175	
source25	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ct-1	GMI	GMI:6910		Growth							sample176	
source25	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ct-1	GMI	GMI:6910		Growth							sample177	
source25	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ct-1	GMI	GMI:6910		Growth							sample178	
source25	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ct-1	GMI	GMI:6910		Growth							sample179	
source25	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ct-1	GMI	GMI:6910		Growth							sample180	
source25	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ct-1	GMI	GMI:6910		Growth							sample181	
source25	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ct-1	GMI	GMI:6910		Growth							sample182	
source26	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Cvi-0	GMI	GMI:6911		Growth							sample183	
source26	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Cvi-0	GMI	GMI:6911		Growth							sample184	
source26	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Cvi-0	GMI	GMI:6911		Growth							sample185	
source26	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Cvi-0	GMI	GMI:6911		Growth							sample186	
source26	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Cvi-0	GMI	GMI:6911		Growth							sample187	
source26	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Cvi-0	GMI	GMI:6911		Growth							sample188	
source26	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Cvi-0	GMI	GMI:6911		Growth							sample189	
source26	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Cvi-0	GMI	GMI:6911		Growth							sample190	
source26	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Cvi-0	GMI	GMI:6911		Growth							sample191	
source27	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Eden-2	GMI	GMI:6913		Growth							sample192	
source27	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Eden-2	GMI	GMI:6913		Growth							sample193	
source27	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Eden-2	GMI	GMI:6913		Growth							sample194	
source27	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Eden-2	GMI	GMI:6913		Growth							sample195	
source27	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Eden-2	GMI	GMI:6913		Growth							sample196	
source27	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Eden-2	GMI	GMI:6913		Growth							sample197	
source27	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Eden-2	GMI	GMI:6913		Growth							sample198	
source27	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Eden-2	GMI	GMI:6913		Growth							sample199	
source27	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Eden-2	GMI	GMI:6913		Growth							sample200	
source28	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Edi-0	GMI	GMI:6914		Growth							sample201	
source28	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Edi-0	GMI	GMI:6914		Growth							sample202	
source28	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Edi-0	GMI	GMI:6914		Growth							sample203	
source28	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Edi-0	GMI	GMI:6914		Growth							sample204	
source28	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Edi-0	GMI	GMI:6914		Growth							sample205	
source28	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Edi-0	GMI	GMI:6914		Growth							sample206	
source28	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Edi-0	GMI	GMI:6914		Growth							sample207	
source28	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Edi-0	GMI	GMI:6914		Growth							sample208	
source28	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Edi-0	GMI	GMI:6914		Growth							sample209	
source29	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ei-2	GMI	GMI:6915		Growth							sample210	
source29	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ei-2	GMI	GMI:6915		Growth							sample211	
source29	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ei-2	GMI	GMI:6915		Growth							sample212	
source29	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ei-2	GMI	GMI:6915		Growth							sample213	
source29	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ei-2	GMI	GMI:6915		Growth							sample214	
source29	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ei-2	GMI	GMI:6915		Growth							sample215	
source29	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ei-2	GMI	GMI:6915		Growth							sample216	
source29	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ei-2	GMI	GMI:6915		Growth							sample217	
source29	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ei-2	GMI	GMI:6915		Growth							sample218	
source30	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Est-1	GMI	GMI:6916		Growth							sample219	
source30	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Est-1	GMI	GMI:6916		Growth							sample220	
source30	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Est-1	GMI	GMI:6916		Growth							sample221	
source30	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Est-1	GMI	GMI:6916		Growth							sample222	
source30	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Est-1	GMI	GMI:6916		Growth							sample223	
source30	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Est-1	GMI	GMI:6916		Growth							sample224	
source30	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Est-1	GMI	GMI:6916		Growth							sample225	
source30	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Est-1	GMI	GMI:6916		Growth							sample226	
source30	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Est-1	GMI	GMI:6916		Growth							sample227	
source31	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-2	GMI	GMI:6917		Growth							sample228	
source31	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-2	GMI	GMI:6917		Growth							sample229	
source31	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-2	GMI	GMI:6917		Growth							sample230	
source31	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-2	GMI	GMI:6917		Growth							sample231	
source31	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-2	GMI	GMI:6917		Growth							sample232	
source31	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-2	GMI	GMI:6917		Growth							sample233	
source31	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-2	GMI	GMI:6917		Growth							sample234	
source31	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-2	GMI	GMI:6917		Growth							sample235	
source31	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-2	GMI	GMI:6917		Growth							sample236	
source32	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-4	GMI	GMI:6918		Growth							sample237	
source32	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-4	GMI	GMI:6918		Growth							sample238	
source32	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-4	GMI	GMI:6918		Growth							sample239	
source32	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-4	GMI	GMI:6918		Growth							sample240	
source32	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-4	GMI	GMI:6918		Growth							sample241	
source32	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-4	GMI	GMI:6918		Growth							sample242	
source32	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-4	GMI	GMI:6918		Growth							sample243	
source32	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-4	GMI	GMI:6918		Growth							sample244	
source32	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Fäb-4	GMI	GMI:6918		Growth							sample245	
source33	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ga-0	GMI	GMI:6919		Growth							sample246	
source33	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ga-0	GMI	GMI:6919		Growth							sample247	
source33	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ga-0	GMI	GMI:6919		Growth							sample248	
source33	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ga-0	GMI	GMI:6919		Growth							sample249	
source33	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ga-0	GMI	GMI:6919		Growth							sample250	
source33	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ga-0	GMI	GMI:6919		Growth							sample251	
source33	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ga-0	GMI	GMI:6919		Growth							sample252	
source33	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ga-0	GMI	GMI:6919		Growth							sample253	
source33	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ga-0	GMI	GMI:6919		Growth							sample254	
source34	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-22	GMI	GMI:6920		Growth							sample255	
source34	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-22	GMI	GMI:6920		Growth							sample256	
source34	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-22	GMI	GMI:6920		Growth							sample257	
source34	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-22	GMI	GMI:6920		Growth							sample258	
source34	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-22	GMI	GMI:6920		Growth							sample259	
source34	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-22	GMI	GMI:6920		Growth							sample260	
source34	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-22	GMI	GMI:6920		Growth							sample261	
source34	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-22	GMI	GMI:6920		Growth							sample262	
source34	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-22	GMI	GMI:6920		Growth							sample263	
source35	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-7	GMI	GMI:6921		Growth							sample264	
source35	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-7	GMI	GMI:6921		Growth							sample265	
source35	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-7	GMI	GMI:6921		Growth							sample266	
source35	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-7	GMI	GMI:6921		Growth							sample267	
source35	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-7	GMI	GMI:6921		Growth							sample268	
source35	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-7	GMI	GMI:6921		Growth							sample269	
source35	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-7	GMI	GMI:6921		Growth							sample270	
source35	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-7	GMI	GMI:6921		Growth							sample271	
source35	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Got-7	GMI	GMI:6921		Growth							sample272	
source36	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Gu-0	GMI	GMI:6922		Growth							sample273	
source36	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Gu-0	GMI	GMI:6922		Growth							sample274	
source36	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Gu-0	GMI	GMI:6922		Growth							sample275	
source36	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Gu-0	GMI	GMI:6922		Growth							sample276	
source36	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Gu-0	GMI	GMI:6922		Growth							sample277	
source36	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Gu-0	GMI	GMI:6922		Growth							sample278	
source36	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Gu-0	GMI	GMI:6922		Growth							sample279	
source36	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Gu-0	GMI	GMI:6922		Growth							sample280	
source36	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Gu-0	GMI	GMI:6922		Growth							sample281	
source37	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-10	GMI	GMI:6923		Growth							sample282	
source37	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-10	GMI	GMI:6923		Growth							sample283	
source37	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-10	GMI	GMI:6923		Growth							sample284	
source37	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-10	GMI	GMI:6923		Growth							sample285	
source37	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-10	GMI	GMI:6923		Growth							sample286	
source37	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-10	GMI	GMI:6923		Growth							sample287	
source37	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-10	GMI	GMI:6923		Growth							sample288	
source37	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-10	GMI	GMI:6923		Growth							sample289	
source37	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-10	GMI	GMI:6923		Growth							sample290	
source38	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-5	GMI	GMI:6924		Growth							sample291	
source38	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-5	GMI	GMI:6924		Growth							sample292	
source38	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-5	GMI	GMI:6924		Growth							sample293	
source38	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-5	GMI	GMI:6924		Growth							sample294	
source38	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-5	GMI	GMI:6924		Growth							sample295	
source38	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-5	GMI	GMI:6924		Growth							sample296	
source38	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-5	GMI	GMI:6924		Growth							sample297	
source38	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-5	GMI	GMI:6924		Growth							sample298	
source38	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	HR-5	GMI	GMI:6924		Growth							sample299	
source39	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kin-0	GMI	GMI:6926		Growth							sample300	
source39	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kin-0	GMI	GMI:6926		Growth							sample301	
source39	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kin-0	GMI	GMI:6926		Growth							sample302	
source39	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kin-0	GMI	GMI:6926		Growth							sample303	
source39	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kin-0	GMI	GMI:6926		Growth							sample304	
source39	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kin-0	GMI	GMI:6926		Growth							sample305	
source39	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kin-0	GMI	GMI:6926		Growth							sample306	
source39	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kin-0	GMI	GMI:6926		Growth							sample307	
source39	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kin-0	GMI	GMI:6926		Growth							sample308	
source40	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-10	GMI	GMI:6927		Growth							sample309	
source40	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-10	GMI	GMI:6927		Growth							sample310	
source40	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-10	GMI	GMI:6927		Growth							sample311	
source40	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-10	GMI	GMI:6927		Growth							sample312	
source40	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-10	GMI	GMI:6927		Growth							sample313	
source40	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-10	GMI	GMI:6927		Growth							sample314	
source40	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-10	GMI	GMI:6927		Growth							sample315	
source40	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-10	GMI	GMI:6927		Growth							sample316	
source40	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-10	GMI	GMI:6927		Growth							sample317	
source41	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-18	GMI	GMI:6928		Growth							sample318	
source41	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-18	GMI	GMI:6928		Growth							sample319	
source41	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-18	GMI	GMI:6928		Growth							sample320	
source41	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-18	GMI	GMI:6928		Growth							sample321	
source41	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-18	GMI	GMI:6928		Growth							sample322	
source41	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-18	GMI	GMI:6928		Growth							sample323	
source41	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-18	GMI	GMI:6928		Growth							sample324	
source41	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-18	GMI	GMI:6928		Growth							sample325	
source41	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kno-18	GMI	GMI:6928		Growth							sample326	
source42	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kondara	GMI	GMI:6929		Growth							sample327	
source42	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kondara	GMI	GMI:6929		Growth							sample328	
source42	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kondara	GMI	GMI:6929		Growth							sample329	
source42	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kondara	GMI	GMI:6929		Growth							sample330	
source42	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kondara	GMI	GMI:6929		Growth							sample331	
source42	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kondara	GMI	GMI:6929		Growth							sample332	
source42	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kondara	GMI	GMI:6929		Growth							sample333	
source42	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kondara	GMI	GMI:6929		Growth							sample334	
source42	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kondara	GMI	GMI:6929		Growth							sample335	
source43	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-1	GMI	GMI:6930		Growth							sample336	
source43	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-1	GMI	GMI:6930		Growth							sample337	
source43	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-1	GMI	GMI:6930		Growth							sample338	
source43	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-1	GMI	GMI:6930		Growth							sample339	
source43	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-1	GMI	GMI:6930		Growth							sample340	
source43	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-1	GMI	GMI:6930		Growth							sample341	
source43	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-1	GMI	GMI:6930		Growth							sample342	
source43	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-1	GMI	GMI:6930		Growth							sample343	
source43	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-1	GMI	GMI:6930		Growth							sample344	
source44	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-9	GMI	GMI:6931		Growth							sample345	
source44	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-9	GMI	GMI:6931		Growth							sample346	
source44	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-9	GMI	GMI:6931		Growth							sample347	
source44	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-9	GMI	GMI:6931		Growth							sample348	
source44	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-9	GMI	GMI:6931		Growth							sample349	
source44	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-9	GMI	GMI:6931		Growth							sample350	
source44	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-9	GMI	GMI:6931		Growth							sample351	
source44	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-9	GMI	GMI:6931		Growth							sample352	
source44	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Kz-9	GMI	GMI:6931		Growth							sample353	
source45	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ler-1	GMI	GMI:6932		Growth							sample354	
source45	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ler-1	GMI	GMI:6932		Growth							sample355	
