Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Infraspecific name]	Term Source REF	Term Accession Number	Characteristics[Seed origin]	Protocol REF	Parameter Value[Study start]	Parameter Value[Study duration]	Parameter Value[Growth facility]	Parameter Value[Geographic location]	Term Source REF	Term Accession Number	Sample Name	Characteristics[Experimental unit type]
source66	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-6	GMI	GMI:6965		Growth							sample537	
source66	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-6	GMI	GMI:6965		Growth							sample538	
source66	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-6	GMI	GMI:6965		Growth							sample539	
source66	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-6	GMI	GMI:6965		Growth							sample540	
source66	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-6	GMI	GMI:6965		Growth							sample541	
source66	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-6	GMI	GMI:6965		Growth							sample542	
source66	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-6	GMI	GMI:6965		Growth							sample543	
source66	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-6	GMI	GMI:6965		Growth							sample544	
source66	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Spr1-6	GMI	GMI:6965		Growth							sample545	
source67	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-1	GMI	GMI:6966		Growth							sample546	
source67	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-1	GMI	GMI:6966		Growth							sample547	
source67	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-1	GMI	GMI:6966		Growth							sample548	
source67	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-1	GMI	GMI:6966		Growth							sample549	
source67	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-1	GMI	GMI:6966		Growth							sample550	
source67	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-1	GMI	GMI:6966		Growth							sample551	
source67	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-1	GMI	GMI:6966		Growth							sample552	
source67	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-1	GMI	GMI:6966		Growth							sample553	
source67	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-1	GMI	GMI:6966		Growth							sample554	
source68	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-8	GMI	GMI:6967		Growth							sample555	
source68	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-8	GMI	GMI:6967		Growth							sample556	
source68	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-8	GMI	GMI:6967		Growth							sample557	
source68	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-8	GMI	GMI:6967		Growth							sample558	
source68	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-8	GMI	GMI:6967		Growth							sample559	
source68	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-8	GMI	GMI:6967		Growth							sample560	
source68	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-8	GMI	GMI:6967		Growth							sample561	
source68	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-8	GMI	GMI:6967		Growth							sample562	
source68	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Sq-8	GMI	GMI:6967		Growth							sample563	
source69	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-2	GMI	GMI:6968		Growth							sample564	
source69	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-2	GMI	GMI:6968		Growth							sample565	
source69	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-2	GMI	GMI:6968		Growth							sample566	
source69	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-2	GMI	GMI:6968		Growth							sample567	
source69	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-2	GMI	GMI:6968		Growth							sample568	
source69	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-2	GMI	GMI:6968		Growth							sample569	
source69	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-2	GMI	GMI:6968		Growth							sample570	
source69	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-2	GMI	GMI:6968		Growth							sample571	
source69	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-2	GMI	GMI:6968		Growth							sample572	
source70	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-27	GMI	GMI:6969		Growth							sample573	
source70	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-27	GMI	GMI:6969		Growth							sample574	
source70	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-27	GMI	GMI:6969		Growth							sample575	
source70	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-27	GMI	GMI:6969		Growth							sample576	
source70	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-27	GMI	GMI:6969		Growth							sample577	
source70	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-27	GMI	GMI:6969		Growth							sample578	
source70	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-27	GMI	GMI:6969		Growth							sample579	
source70	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-27	GMI	GMI:6969		Growth							sample580	
source70	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tamm-27	GMI	GMI:6969		Growth							sample581	
source71	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-1	GMI	GMI:6970		Growth							sample582	
source71	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-1	GMI	GMI:6970		Growth							sample583	
source71	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-1	GMI	GMI:6970		Growth							sample584	
source71	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-1	GMI	GMI:6970		Growth							sample585	
source71	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-1	GMI	GMI:6970		Growth							sample586	
source71	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-1	GMI	GMI:6970		Growth							sample587	
source71	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-1	GMI	GMI:6970		Growth							sample588	
source71	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-1	GMI	GMI:6970		Growth							sample589	
source71	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-1	GMI	GMI:6970		Growth							sample590	
source72	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-5	GMI	GMI:6971		Growth							sample591	
source72	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-5	GMI	GMI:6971		Growth							sample592	
source72	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-5	GMI	GMI:6971		Growth							sample593	
source72	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-5	GMI	GMI:6971		Growth							sample594	
source72	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-5	GMI	GMI:6971		Growth							sample595	
source72	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-5	GMI	GMI:6971		Growth							sample596	
source72	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-5	GMI	GMI:6971		Growth							sample597	
source72	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-5	GMI	GMI:6971		Growth							sample598	
source72	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ts-5	GMI	GMI:6971		Growth							sample599	
source73	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tsu-1	GMI	GMI:6972		Growth							sample600	
source73	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tsu-1	GMI	GMI:6972		Growth							sample601	
source73	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tsu-1	GMI	GMI:6972		Growth							sample602	
source73	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tsu-1	GMI	GMI:6972		Growth							sample603	
source73	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tsu-1	GMI	GMI:6972		Growth							sample604	
source73	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tsu-1	GMI	GMI:6972		Growth							sample605	
source73	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tsu-1	GMI	GMI:6972		Growth							sample606	
source73	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Tsu-1	GMI	GMI:6972		Growth							sample607	
source74	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-3	GMI	GMI:6973		Growth							sample608	
source74	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-3	GMI	GMI:6973		Growth							sample609	
source74	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-3	GMI	GMI:6973		Growth							sample610	
source74	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-3	GMI	GMI:6973		Growth							sample611	
source74	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-3	GMI	GMI:6973		Growth							sample612	
source74	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-3	GMI	GMI:6973		Growth							sample613	
source74	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-3	GMI	GMI:6973		Growth							sample614	
source74	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-3	GMI	GMI:6973		Growth							sample615	
source74	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-3	GMI	GMI:6973		Growth							sample616	
source75	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-5	GMI	GMI:6974		Growth							sample617	
source75	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-5	GMI	GMI:6974		Growth							sample618	
source75	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-5	GMI	GMI:6974		Growth							sample619	
source75	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-5	GMI	GMI:6974		Growth							sample620	
source75	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-5	GMI	GMI:6974		Growth							sample621	
source75	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-5	GMI	GMI:6974		Growth							sample622	
source75	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-5	GMI	GMI:6974		Growth							sample623	
source75	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ull2-5	GMI	GMI:6974		Growth							sample624	
source76	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-1	GMI	GMI:6975		Growth							sample625	
source76	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-1	GMI	GMI:6975		Growth							sample626	
source76	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-1	GMI	GMI:6975		Growth							sample627	
source76	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-1	GMI	GMI:6975		Growth							sample628	
source76	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-1	GMI	GMI:6975		Growth							sample629	
source76	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-1	GMI	GMI:6975		Growth							sample630	
source76	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-1	GMI	GMI:6975		Growth							sample631	
source76	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-1	GMI	GMI:6975		Growth							sample632	
source76	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-1	GMI	GMI:6975		Growth							sample633	
source77	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-7	GMI	GMI:6976		Growth							sample634	
source77	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-7	GMI	GMI:6976		Growth							sample635	
source77	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-7	GMI	GMI:6976		Growth							sample636	
source77	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-7	GMI	GMI:6976		Growth							sample637	
source77	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-7	GMI	GMI:6976		Growth							sample638	
source77	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-7	GMI	GMI:6976		Growth							sample639	
source77	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-7	GMI	GMI:6976		Growth							sample640	
source77	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-7	GMI	GMI:6976		Growth							sample641	
source77	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Uod-7	GMI	GMI:6976		Growth							sample642	
source78	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Van-0	GMI	GMI:6977		Growth							sample643	
source78	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Van-0	GMI	GMI:6977		Growth							sample644	
source78	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Van-0	GMI	GMI:6977		Growth							sample645	
source78	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Van-0	GMI	GMI:6977		Growth							sample646	
source78	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Van-0	GMI	GMI:6977		Growth							sample647	
source78	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Van-0	GMI	GMI:6977		Growth							sample648	
source78	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Van-0	GMI	GMI:6977		Growth							sample649	
source78	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Van-0	GMI	GMI:6977		Growth							sample650	
source78	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Van-0	GMI	GMI:6977		Growth							sample651	
source79	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wa-1	GMI	GMI:6978		Growth							sample652	
source79	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wa-1	GMI	GMI:6978		Growth							sample653	
source79	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wa-1	GMI	GMI:6978		Growth							sample654	
source79	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wa-1	GMI	GMI:6978		Growth							sample655	
source79	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wa-1	GMI	GMI:6978		Growth							sample656	
source79	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wa-1	GMI	GMI:6978		Growth							sample657	
source79	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wa-1	GMI	GMI:6978		Growth							sample658	
source79	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wa-1	GMI	GMI:6978		Growth							sample659	
source79	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wa-1	GMI	GMI:6978		Growth							sample660	
source80	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wei-0	GMI	GMI:6979		Growth							sample661	
source80	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wei-0	GMI	GMI:6979		Growth							sample662	
source80	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wei-0	GMI	GMI:6979		Growth							sample663	
source80	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wei-0	GMI	GMI:6979		Growth							sample664	
source80	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wei-0	GMI	GMI:6979		Growth							sample665	
source80	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wei-0	GMI	GMI:6979		Growth							sample666	
source80	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wei-0	GMI	GMI:6979		Growth							sample667	
source80	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wei-0	GMI	GMI:6979		Growth							sample668	
source80	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wei-0	GMI	GMI:6979		Growth							sample669	
source81	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-0	GMI	GMI:6980		Growth							sample670	
source81	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-0	GMI	GMI:6980		Growth							sample671	
source81	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-0	GMI	GMI:6980		Growth							sample672	
source81	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-0	GMI	GMI:6980		Growth							sample673	
source81	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-0	GMI	GMI:6980		Growth							sample674	
source81	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-0	GMI	GMI:6980		Growth							sample675	
source81	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-0	GMI	GMI:6980		Growth							sample676	
source81	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-0	GMI	GMI:6980		Growth							sample677	
source82	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-2	GMI	GMI:6981		Growth							sample678	
source82	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-2	GMI	GMI:6981		Growth							sample679	
source82	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-2	GMI	GMI:6981		Growth							sample680	
source82	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-2	GMI	GMI:6981		Growth							sample681	
source82	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-2	GMI	GMI:6981		Growth							sample682	
source82	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-2	GMI	GMI:6981		Growth							sample683	
source82	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-2	GMI	GMI:6981		Growth							sample684	
source82	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-2	GMI	GMI:6981		Growth							sample685	
source82	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ws-2	GMI	GMI:6981		Growth							sample686	
source83	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wt-5	GMI	GMI:6982		Growth							sample687	
source83	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wt-5	GMI	GMI:6982		Growth							sample688	
source83	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wt-5	GMI	GMI:6982		Growth							sample689	
source83	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wt-5	GMI	GMI:6982		Growth							sample690	
source83	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wt-5	GMI	GMI:6982		Growth							sample691	
source83	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wt-5	GMI	GMI:6982		Growth							sample692	
source83	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wt-5	GMI	GMI:6982		Growth							sample693	
source83	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wt-5	GMI	GMI:6982		Growth							sample694	
source83	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Wt-5	GMI	GMI:6982		Growth							sample695	
source84	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Yo-0	GMI	GMI:6983		Growth							sample696	
source84	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Yo-0	GMI	GMI:6983		Growth							sample697	
source84	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Yo-0	GMI	GMI:6983		Growth							sample698	
source84	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Yo-0	GMI	GMI:6983		Growth							sample699	
source84	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Yo-0	GMI	GMI:6983		Growth							sample700	
source84	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Yo-0	GMI	GMI:6983		Growth							sample701	
source84	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Yo-0	GMI	GMI:6983		Growth							sample702	
source84	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Yo-0	GMI	GMI:6983		Growth							sample703	
source85	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-1	GMI	GMI:6984		Growth							sample704	
source85	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-1	GMI	GMI:6984		Growth							sample705	
source85	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-1	GMI	GMI:6984		Growth							sample706	
source85	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-1	GMI	GMI:6984		Growth							sample707	
source85	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-1	GMI	GMI:6984		Growth							sample708	
source85	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-1	GMI	GMI:6984		Growth							sample709	
source85	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-1	GMI	GMI:6984		Growth							sample710	
source85	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-1	GMI	GMI:6984		Growth							sample711	
source85	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-1	GMI	GMI:6984		Growth							sample712	
source86	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-6	GMI	GMI:6985		Growth							sample713	
source86	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-6	GMI	GMI:6985		Growth							sample714	
source86	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-6	GMI	GMI:6985		Growth							sample715	
source86	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-6	GMI	GMI:6985		Growth							sample716	
source86	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-6	GMI	GMI:6985		Growth							sample717	
