Assay Name	LD	LDV	SD	SDV	FT10	FT16	FT22	Seed Dormancy	Emco5	Emwa1	Emoy*	Hiks1	Noco2	Li7	B11	Na23	Mg25	P31	S34	K39	Ca43	Mn55	Fe56	Co59	Ni60	Cu65	Zn66	As75	Se82	Mo98	Cd114	avrPphB	avrRpm1	avrRpt2	avrB	0W	2W	4W	8W	FLC	FRI	8W GH FT	8W GH LN	0W GH FT	0W GH LN	FT Field	FT Diameter Field	FT GH	FT Duration GH	LC Duration GH	LFS GH	MT GH	RP GH	At1	At1 CFU2	As	As CFU2	Bs	Bs CFU2	At2	At2 CFU2	As2	As2 CFU2	FW 	DW 	LES	YEL 	LY 	LN10	LN16	LN22	Silique 16	Silique 22	Germ 10	Germ 16	Germ 22	Width 10	Width 16	Width 22	Chlorosis 10	Chlorosis 16	Chlorosis 22	Anthocyanin 10	Anthocyanin 16	Anthocyanin 22	Leaf serr 10	Leaf serr 16	Leaf serr 22	Leaf roll 10	Leaf roll 16	Leaf roll 22	Rosette Erect 22	Hypocotyl length	Trichome avg C	Trichome avg JA	Aphid number	Bacterial titer	Seedling Growth	Vern Growth	After Vern Growth	Secondary Dormancy	Germ in dark	DSDS50	Seed bank 133-91	Storage 7 days	Storage 28 days	Storage 56 days
assay764														9.01691	100.494	745.12	15464.6	6962.63	10173.8	26502.8	30113.3	80.0905	58.0574	1.21266	3.0836	1.09639	75.5202	0.185904	5.82137	3.3599	3.50076																																																																												
assay849																																																						1.333	5.325	0.333	4.391	5.5	6.187	0.167	3.354	0	4.714																																												
assay59	1.95078	23.1667	3.94757	50	49	31	25	64																																																													16	14	9	1.7	1.4	7	3	2	6.5	10.8	9.2	0	1	0	1	1	1	0.75	0.5	1	1	1	0	0															
assay421																																				93.2	55.6	40.4	31.9	0.802	0.9328	34.7	26.4	77.8	92.6																																																														
assay102	29.6667	27	89.6806		70	54	45																																																														20	23	26			5	3	2	2.1	5.1	11.5	0	1	1	0	0	0	0.75	0.5	0.5	0	0	0	0															
assay517																																				26.5	20.6	20		0.088	1.345	26.4	15.7	24.1	11.1																																																														
assay765														7.50998	90.0228	586.092	13838.8	8029.28	11715	29094.5	28547.2	95.7139	58.6912	1.09542	1.52843	0.855692	66.9266	0.215127	7.22903	1.7212	2.94058																																																																												
assay71	43.2083	1.34371	3.48409	32.3333	48	45	44	129																																																													16	40	55	1.7	1.3	5	3	2	6	11.5	12	0	0	0	1	1	1	0.75	0.5	0.5	1	1	0	1															
assay348									1	1		0	1																																																																																														
assay514																																				41.5	28.2		26.3	0.338	1.019	28.5	18.2	32.3	16.1																																																														
assay640																																														138.002	35.6479	64.2666	30.1802	101.968	91.9012	9.98768	40.1294																																																						
